N;Класс_id;Класс;Спек_id;Специализация;Роль;Ресурс;Ресурс2;HP_героя;ATK_героя;DEF_героя;Speed_героя;Слот;skill_id;Название_RU;Название_EN;Иконка;type;type_RU;power;cost;gen;cost_sec;gen_sec;руны;gen_runic;cd_ходы;spellId_WoW;Описание_сейчас;Что_даёт_сейчас;NEW_power;NEW_cost;NEW_gen;NEW_cost_sec;NEW_gen_sec;NEW_cd;NEW_type;NEW_описание;Флаг;Комментарий
165;shaman;Шаман;elemental;Стихии;Боец (DPS);Мана;;95;17;3;11;2;lb;Молния;Lightning Bolt;⚡;damage;Урон (одна цель);42005;5;0;0;0;;0;0;403;Дешёвый заполнитель.;Тип: Урон (одна цель) | Урон ≈ ATK × 1.15 (модификаторы крита/мастерства/vers/баффы) | Ресурс: −5 Мана | Перезарядка: нет (0);;;;;;;;;;Пока без изм
166;shaman;Шаман;elemental;Стихии;Боец (DPS);Мана;;95;17;3;11;3;flame_shock;Огненный шок;Flame Shock;🔥;dot;Урон со временем (DoT);0.6;6;0;0;0;;0;1;8050;DoT под выброс лавы.;Тип: Урон со временем (DoT) | DoT: суммарный/тиковый урон завязан на power=0.6 (тик от ATK) | Ресурс: −6 Мана | Перезарядка: 1 ход(а/ов);;;;;;;;;;Пока без изм
167;shaman;Шаман;elemental;Стихии;Боец (DPS);Мана;;95;17;3;11;4;earth_shock;Земной шок;Earth Shock;🌍;damage;Урон (одна цель);49310;8;0;0;0;;0;1;8042;Сильный шок.;Тип: Урон (одна цель) | Урон ≈ ATK × 1.35 (модификаторы крита/мастерства/vers/баффы) | Ресурс: −8 Мана | Перезарядка: 1 ход(а/ов);;;;;;;;;;Пока без изм
168;shaman;Шаман;elemental;Стихии;Боец (DPS);Мана;;95;17;3;11;5;chain;Цепная молния;Chain Lightning;🔗;aoe;Урон по области (все враги);0.9;10;0;0;0;;0;0;421;По области.;Тип: Урон по области (все враги) | Урон по каждому врагу ≈ ATK × 0.9 | Ресурс: −10 Мана | Перезарядка: нет (0);;;;;;;;;;Пока без изм
169;shaman;Шаман;elemental;Стихии;Боец (DPS);Мана;;95;17;3;11;6;thunderstorm;Гроза;Thunderstorm;⛈️;aoe;Урон по области (все враги);0.7;5;12;0;0;;0;3;51490;AoE +12 маны.;Тип: Урон по области (все враги) | Урон по каждому врагу ≈ ATK × 0.7 | Ресурс: −5 Мана, +12 Мана | Перезарядка: 3 ход(а/ов);;;;;;;;;;Пока без изм
170;shaman;Шаман;elemental;Стихии;Боец (DPS);Мана;;95;17;3;11;7;ele_blast;Взрыв стихий;Elemental Blast;💫;damage;Урон (одна цель);46143;10;0;0;0;;0;2;117014;Талант: мощный удар.;Тип: Урон (одна цель) | Урон ≈ ATK × 1.5 (модификаторы крита/мастерства/vers/баффы) | Ресурс: −10 Мана | Перезарядка: 2 ход(а/ов);;;;;;;;;;Пока без изм
171;shaman;Шаман;elemental;Стихии;Боец (DPS);Мана;;95;17;3;11;8;fire_ele;Элементаль огня;Fire Elemental Totem;🔥;damage;Урон (одна цель);46054;0;0;0;0;;0;5;2894;Урон + элементаль.;Тип: Урон (одна цель) | Урон ≈ ATK × 1.2 (модификаторы крита/мастерства/vers/баффы) | Перезарядка: 5 ход(а/ов);;;;;;;;;;Пока без изм
172;shaman;Шаман;elemental;Стихии;Боец (DPS);Мана;;95;17;3;11;9;ascendance;Перерождение;Ascendance;⬆️;buff;Бафф (усиление);0.3;0;0;0;0;;0;5;114050;#ИМЯ?;"Тип: Бафф (усиление) | Бафф: величина эффекта часто = power (0.3) — см. описание; длительность в бою по правилам type=buff | Перезарядка: 5 ход(а/ов)";;;;;;;;;;Пока без изм
173;shaman;Шаман;enhancement;Совершенствование;Боец (DPS);Мана;;105;17;4;12;1;stormstrike;Удар бури;Stormstrike;⛈️;damage;Урон (одна цель);46143;8;0;0;0;;0;1;17364;Основной удар.;Тип: Урон (одна цель) | Урон ≈ ATK × 1.5 (модификаторы крита/мастерства/vers/баффы) | Ресурс: −8 Мана | Перезарядка: 1 ход(а/ов);;;;;;;;;;Пока без изм
174;shaman;Шаман;enhancement;Совершенствование;Боец (DPS);Мана;;105;17;4;12;2;lava_lash;Вскипание лавы;Lava Lash;🌋;damage;Урон (одна цель);46113;7;0;0;0;;0;1;60103;Удар второй руки.;Тип: Урон (одна цель) | Урон ≈ ATK × 1.4 (модификаторы крита/мастерства/vers/баффы) | Ресурс: −7 Мана | Перезарядка: 1 ход(а/ов);;;;;;;;;;Пока без изм
175;shaman;Шаман;enhancement;Совершенствование;Боец (DPS);Мана;;105;17;4;12;3;flame_shock;Огненный шок;Flame Shock;🔥;dot;Урон со временем (DoT);0.55;6;0;0;0;;0;1;8050;DoT.;Тип: Урон со временем (DoT) | DoT: суммарный/тиковый урон завязан на power=0.55 (тик от ATK) | Ресурс: −6 Мана | Перезарядка: 1 ход(а/ов);;;;;;;;;;Пока без изм
176;shaman;Шаман;enhancement;Совершенствование;Боец (DPS);Мана;;105;17;4;12;4;lb;Молния;Lightning Bolt;⚡;damage;Урон (одна цель);46054;5;0;0;0;;0;0;403;Заполнитель по мане (упрощ. без водоворота).;Тип: Урон (одна цель) | Урон ≈ ATK × 1.2 (модификаторы крита/мастерства/vers/баффы) | Ресурс: −5 Мана | Перезарядка: нет (0);;;;;;;;;;Пока без изм
177;shaman;Шаман;enhancement;Совершенствование;Боец (DPS);Мана;;105;17;4;12;5;unleash;Высвободить стихии;Unleash Elements;✨;buff;Бафф (усиление);0.18;5;0;0;0;;0;1;73680;+атака на 3 хода.;"Тип: Бафф (усиление) | Бафф: величина эффекта часто = power (0.18) — см. описание; длительность в бою по правилам type=buff | Ресурс: −5 Мана | Перезарядка: 1 ход(а/ов)";;;;;;;;;;Пока без изм
178;shaman;Шаман;enhancement;Совершенствование;Боец (DPS);Мана;;105;17;4;12;6;fire_nova;Кольцо огня;Fire Nova;💥;aoe;Урон по области (все враги);0.9;9;0;0;0;;0;1;1535;AoE.;Тип: Урон по области (все враги) | Урон по каждому врагу ≈ ATK × 0.9 | Ресурс: −9 Мана | Перезарядка: 1 ход(а/ов);;;;;;;;;;Пока без изм
179;shaman;Шаман;enhancement;Совершенствование;Боец (DPS);Мана;;105;17;4;12;7;feral_spirit;Дух дикого волка;Feral Spirit;🐺;damage;Урон (одна цель);46054;0;0;0;0;;0;5;51533;2 волка на 3 раунда.;Тип: Урон (одна цель) | Урон ≈ ATK × 1.2 (модификаторы крита/мастерства/vers/баффы) | Перезарядка: 5 ход(а/ов);;;;;;;;;;Пока без изм
180;shaman;Шаман;enhancement;Совершенствование;Боец (DPS);Мана;;105;17;4;12;8;ascendance;Перерождение;Ascendance;⬆️;buff;Бафф (усиление);0.3;0;0;0;0;;0;5;114051;#ИМЯ?;"Тип: Бафф (усиление) | Бафф: величина эффекта часто = power (0.3) — см. описание; длительность в бою по правилам type=buff | Перезарядка: 5 ход(а/ов)";;;;;;;;;;Пока без изм
181;shaman;Шаман;enhancement;Совершенствование;Боец (DPS);Мана;;105;17;4;12;9;earth_shock;Земной шок;Earth Shock;🌍;damage;Урон (одна цель);45658;7;0;0;0;;0;0;8042;Шок.;Тип: Урон (одна цель) | Урон ≈ ATK × 1.25 (модификаторы крита/мастерства/vers/баффы) | Ресурс: −7 Мана | Перезарядка: нет (0);;;;;;;;;;Пока без изм
182;shaman;Шаман;restoration;Исцеление;Целитель;Мана;;95;8;4;10;1;riptide;Быстрина;Riptide;🌊;heal;Исцеление (цель/союзник);0.4;10;0;0;0;;0;1;61295;Hit + HoT — лучшая цена.;Тип: Исцеление (цель/союзник) | Исцеление завязано на power=0.4 (от ATK/хил-мультипликаторов) | Ресурс: −10 Мана | Перезарядка: 1 ход(а/ов);;;;;;;;;;"Убрать описание, Снизить расход до 4 маны, увеличть хил до 22т, переодический хил сделать 3т, дает баф на 2 стака  который усиливает ""Волну исцеления"" на 10% или повышает критический эффект и вероятность ""Исцеляющий всплеск"" на 50% "
183;shaman;Шаман;restoration;Исцеление;Целитель;Мана;;95;8;4;10;2;hw;Волна исцеления;Healing Wave;🌊;heal;Исцеление (цель/союзник);0.5;12;0;0;0;;0;0;331;Сильное лечение.;Тип: Исцеление (цель/союзник) | Исцеление завязано на power=0.5 (от ATK/хил-мультипликаторов) | Ресурс: −12 Мана | Перезарядка: нет (0);;;;;;;;;;Убрать описание, снизить расход до 8,
184;shaman;Шаман;restoration;Исцеление;Целитель;Мана;;95;8;4;10;3;chw;Исцеляющий всплеск;Healing Surge;💧;heal;Исцеление (цель/союзник);0.42;13;0;0;0;;0;0;8004;Быстрое лечение.;Тип: Исцеление (цель/союзник) | Исцеление завязано на power=0.42 (от ATK/хил-мультипликаторов) | Ресурс: −13 Мана | Перезарядка: нет (0);;;;;;;;;;Убрать описание
185;shaman;Шаман;restoration;Исцеление;Целитель;Мана;;95;8;4;10;4;ch;Цепное исцеление;Chain Heal;🔗;heal_aoe;heal_aoe;0.26;15;0;0;0;;0;0;1064;Хил по области.;Тип: heal_aoe | Сила (power)=0.26 — интерпретация по type в движке боя | Ресурс: −15 Мана | Перезарядка: нет (0);;;;;;;;;;Убрать описание, снизить стоимость до 13, повысить исцеление до 40т, переходит от союзнка к союзнику с неплоным хп и с каждым переходом теряет 10% эффективности
186;shaman;Шаман;restoration;Исцеление;Целитель;Мана;;95;8;4;10;5;hs;Исцеляющий ливень;Healing Rain;🌧️;heal_aoe;heal_aoe;0.24;16;0;0;0;;0;2;73920;Зональный хил.;Тип: heal_aoe | Сила (power)=0.24 — интерпретация по type в движке боя | Ресурс: −16 Мана | Перезарядка: 2 ход(а/ов);;;;;;;;;;Убрать описание, вместо развого хила накладывает пассивный хил на весь отряд на 5 ходов, восстанавливает 7т за ход
187;shaman;Шаман;restoration;Исцеление;Целитель;Мана;;95;8;4;10;6;hst;Тотем целительного потока;Healing Stream Totem;⛲;heal_aoe;heal_aoe;0.18;8;0;0;0;;0;2;5394;Хил по отряду (упрощ. one-shot).;Тип: heal_aoe | Сила (power)=0.18 — интерпретация по type в движке боя | Ресурс: −8 Мана | Перезарядка: 2 ход(а/ов);;;;;;;;;;"Убрать описание, снизить расход маны до 5, Вместо развого хила призывает питомца (для него нужно сделать иконку) ""Водяной тотем"" который при появлении применяет ""цепное исцеление"" ослабленное на 50% и  в течении 3 ходов случайно исцеляет союзника с неполным здоровьем, сила исцеления 20т, исчезает после 3 ходов"
188;shaman;Шаман;restoration;Исцеление;Целитель;Мана;;95;8;4;10;7;unleash;Высвободить жизнь;Unleash Life;✨;heal;Исцеление (цель/союзник);0.32;6;0;0;0;;0;2;73685;Мгновенный хил.;Тип: Исцеление (цель/союзник) | Исцеление завязано на power=0.32 (от ATK/хил-мультипликаторов) | Ресурс: −6 Мана | Перезарядка: 2 ход(а/ов);;;;;;;;;;Убрать описание,Не тратит ход, снизить исцеление до 15т, усиливает следующие 2 исцеляющих заклинания на 20%
189;shaman;Шаман;restoration;Исцеление;Целитель;Мана;;95;8;4;10;8;flame_shock;Огненный шок;Flame Shock;🔥;dot;Урон со временем (DoT);0.5;6;0;0;0;;0;0;8050;Заполнитель урона.;Тип: Урон со временем (DoT) | DoT: суммарный/тиковый урон завязан на power=0.5 (тик от ATK) | Ресурс: −6 Мана | Перезарядка: нет (0);;;;;;;;;;Убрать описание, увеличть урон до 7т за раз и 4т переодический с длительностью 6 ходов
190;shaman;Шаман;restoration;Исцеление;Целитель;Мана;;95;8;4;10;9;spirit_link;Тотем духовной связи;Spirit Link Totem;🔗;heal_aoe;heal_aoe;0.22;0;0;0;0;;0;5;98008;Аварийный хил по отряду.;Тип: heal_aoe | Сила (power)=0.22 — интерпретация по type в движке боя | Перезарядка: 5 ход(а/ов);;;;;;;;;;Убрать описание, восстаналивает всему отряду 15т и запас здоровья всего отярда распределяется по ровну в % после того когда кто то из отряда проседает по % , уменьшает получаемый отрядом урон на 10%  действует 3 хода
191;mage;Маг;arcane;Тайная магия;Боец (DPS);Мана;;85;18;2;11;1;ab;Чародейская вспышка;Arcane Blast;💜;damage;Урон (одна цель);46113;8;0;0;0;;0;0;30451;Основной платный удар.;Тип: Урон (одна цель) | Урон ≈ ATK × 1.4 (модификаторы крита/мастерства/vers/баффы) | Ресурс: −8 Мана | Перезарядка: нет (0);;;;;;;;;;Пока без изм
192;mage;Маг;arcane;Тайная магия;Боец (DPS);Мана;;85;18;2;11;2;am;Чародейские стрелы;Arcane Missiles;✨;damage;Урон (одна цель);46082;6;0;0;0;;0;0;5143;Платный сброс (упрощ. без зарядов).;Тип: Урон (одна цель) | Урон ≈ ATK × 1.3 (модификаторы крита/мастерства/vers/баффы) | Ресурс: −6 Мана | Перезарядка: нет (0);;;;;;;;;;Пока без изм
193;mage;Маг;arcane;Тайная магия;Боец (DPS);Мана;;85;18;2;11;3;abarr;Чародейский обстрел;Arcane Barrage;💠;damage;Урон (одна цель);45658;6;0;0;0;;0;1;44425;Платный сброс.;Тип: Урон (одна цель) | Урон ≈ ATK × 1.25 (модификаторы крита/мастерства/vers/баффы) | Ресурс: −6 Мана | Перезарядка: 1 ход(а/ов);;;;;;;;;;Пока без изм
194;mage;Маг;arcane;Тайная магия;Боец (DPS);Мана;;85;18;2;11;4;ae;Чародейский взрыв;Arcane Explosion;💥;aoe;Урон по области (все враги);0.85;10;0;0;0;;0;0;1449;По области.;Тип: Урон по области (все враги) | Урон по каждому врагу ≈ ATK × 0.85 | Ресурс: −10 Мана | Перезарядка: нет (0);;;;;;;;;;Пока без изм
195;mage;Маг;arcane;Тайная магия;Боец (DPS);Мана;;85;18;2;11;5;arcane_power;Мощь тайной магии;Arcane Power;🔋;buff;Бафф (усиление);0.3;0;0;0;0;;0;5;12042;#ИМЯ?;"Тип: Бафф (усиление) | Бафф: величина эффекта часто = power (0.3) — см. описание; длительность в бою по правилам type=buff | Перезарядка: 5 ход(а/ов)";;;;;;;;;;Пока без изм
196;mage;Маг;arcane;Тайная магия;Боец (DPS);Мана;;85;18;2;11;6;presence;Присутствие разума;Presence of Mind;🧠;buff;Бафф (усиление);0.15;0;0;0;0;;0;4;12043;+атака (талант).;"Тип: Бафф (усиление) | Бафф: величина эффекта часто = power (0.15) — см. описание; длительность в бою по правилам type=buff | Перезарядка: 4 ход(а/ов)";;;;;;;;;;Пока без изм
197;mage;Маг;arcane;Тайная магия;Боец (DPS);Мана;;85;18;2;11;7;mirror;Зеркальное изображение;Mirror Image;🪞;damage;Урон (одна цель);46023;0;0;0;0;;0;5;55342;Урон + 2 копии.;Тип: Урон (одна цель) | Урон ≈ ATK × 1.1 (модификаторы крита/мастерства/vers/баффы) | Перезарядка: 5 ход(а/ов);;;;;;;;;;Пока без изм
198;mage;Маг;arcane;Тайная магия;Боец (DPS);Мана;;85;18;2;11;8;evocation;Прилив сил;Evocation;🔄;buff;Бафф (усиление);0;0;35;0;0;;0;4;12051;+35 маны.;"Тип: Бафф (усиление) | Бафф: величина эффекта часто = power (0) — см. описание; длительность в бою по правилам type=buff | Ресурс: +35 Мана | Перезарядка: 4 ход(а/ов)";;;;;;;;;;Пока без изм
199;mage;Маг;arcane;Тайная магия;Боец (DPS);Мана;;85;18;2;11;9;nether_tempest;Буря Пустоты;Nether Tempest;🌌;dot;Урон со временем (DoT);0.65;6;0;0;0;;0;1;114923;DoT (талант).;Тип: Урон со временем (DoT) | DoT: суммарный/тиковый урон завязан на power=0.65 (тик от ATK) | Ресурс: −6 Мана | Перезарядка: 1 ход(а/ов);;;;;;;;;;Пока без изм
200;mage;Маг;fire;Огонь;Боец (DPS);Мана;;85;18;2;11;1;fireball;Огненный шар;Fireball;🔥;damage;Урон (одна цель);46082;7;0;0;0;;0;0;133;Заполнитель.;Тип: Урон (одна цель) | Урон ≈ ATK × 1.3 (модификаторы крита/мастерства/vers/баффы) | Ресурс: −7 Мана | Перезарядка: нет (0);;;;;;;;;;Пока без изм
201;mage;Маг;fire;Огонь;Боец (DPS);Мана;;85;18;2;11;2;pyroblast;Огненная глыба;Pyroblast;☄️;damage;Урон (одна цель);27395;12;0;0;0;;0;0;11366;Дорогой сильный удар.;Тип: Урон (одна цель) | Урон ≈ ATK × 1.75 (модификаторы крита/мастерства/vers/баффы) | Ресурс: −12 Мана | Перезарядка: нет (0);;;;;;;;;;Пока без изм
202;mage;Маг;fire;Огонь;Боец (DPS);Мана;;85;18;2;11;3;inferno_blast;Инфернальный взрыв;Inferno Blast;💥;damage;Урон (одна цель);46054;5;0;0;0;;0;1;108853;Мгновенный урон.;Тип: Урон (одна цель) | Урон ≈ ATK × 1.2 (модификаторы крита/мастерства/vers/баффы) | Ресурс: −5 Мана | Перезарядка: 1 ход(а/ов);;;;;;;;;;Пока без изм
203;mage;Маг;fire;Огонь;Боец (DPS);Мана;;85;18;2;11;4;combustion;Возгорание;Combustion;🔥;damage;Урон (одна цель);23743;10;0;0;0;;0;4;11129;Всплеск (КД).;Тип: Урон (одна цель) | Урон ≈ ATK × 1.65 (модификаторы крита/мастерства/vers/баффы) | Ресурс: −10 Мана | Перезарядка: 4 ход(а/ов);;;;;;;;;;Пока без изм
204;mage;Маг;fire;Огонь;Боец (DPS);Мана;;85;18;2;11;5;living_bomb;Живая бомба;Living Bomb;💣;dot;Урон со временем (DoT);0.7;6;0;0;0;;0;2;44457;DoT (талант).;Тип: Урон со временем (DoT) | DoT: суммарный/тиковый урон завязан на power=0.7 (тик от ATK) | Ресурс: −6 Мана | Перезарядка: 2 ход(а/ов);;;;;;;;;;Пока без изм
205;mage;Маг;fire;Огонь;Боец (DPS);Мана;;85;18;2;11;6;flamestrike;Огненный столб;Flamestrike;🌋;aoe;Урон по области (все враги);0.85;12;0;0;0;;0;0;2120;По области.;Тип: Урон по области (все враги) | Урон по каждому врагу ≈ ATK × 0.85 | Ресурс: −12 Мана | Перезарядка: нет (0);;;;;;;;;;Пока без изм
206;mage;Маг;fire;Огонь;Боец (DPS);Мана;;85;18;2;11;7;scorch;Ожог;Scorch;🌡️;damage;Урон (одна цель);46143;5;0;0;0;;0;0;2948;Дешёвый удар.;Тип: Урон (одна цель) | Урон ≈ ATK × 1.05 (модификаторы крита/мастерства/vers/баффы) | Ресурс: −5 Мана | Перезарядка: нет (0);;;;;;;;;;Пока без изм
207;mage;Маг;fire;Огонь;Боец (DPS);Мана;;85;18;2;11;8;mirror;Зеркальное изображение;Mirror Image;🪞;damage;Урон (одна цель);46023;0;0;0;0;;0;5;55342;Урон + 2 копии.;Тип: Урон (одна цель) | Урон ≈ ATK × 1.1 (модификаторы крита/мастерства/vers/баффы) | Перезарядка: 5 ход(а/ов);;;;;;;;;;Пока без изм
208;mage;Маг;fire;Огонь;Боец (DPS);Мана;;85;18;2;11;9;alter_time;Манипуляции со временем;Alter Time;⏳;buff;Бафф (усиление);0.18;0;0;0;0;;0;5;108978;+атака (упрощ.).;"Тип: Бафф (усиление) | Бафф: величина эффекта часто = power (0.18) — см. описание; длительность в бою по правилам type=buff | Перезарядка: 5 ход(а/ов)";;;;;;;;;;Пока без изм
209;mage;Маг;frost;Лёд;Боец (DPS);Мана;;88;17;3;11;1;frostbolt;Ледяная стрела;Frostbolt;🧊;damage;Урон (одна цель);46082;6;0;0;0;;0;0;116;Основной заполнитель.;Тип: Урон (одна цель) | Урон ≈ ATK × 1.3 (модификаторы крита/мастерства/vers/баффы) | Ресурс: −6 Мана | Перезарядка: нет (0);;;;;;;;;;Пока без изм
210;mage;Маг;frost;Лёд;Боец (DPS);Мана;;88;17;3;11;2;ice_lance;Ледяное копьё;Ice Lance;🗡️;damage;Урон (одна цель);46054;5;0;0;0;;0;0;30455;Мгновенный удар.;Тип: Урон (одна цель) | Урон ≈ ATK × 1.2 (модификаторы крита/мастерства/vers/баффы) | Ресурс: −5 Мана | Перезарядка: нет (0);;;;;;;;;;Пока без изм
211;mage;Маг;frost;Лёд;Боец (DPS);Мана;;88;17;3;11;3;frozen_orb;Ледяной шар;Frozen Orb;🔮;aoe;Урон по области (все враги);0.95;10;0;0;0;;0;3;84714;AoE шар.;Тип: Урон по области (все враги) | Урон по каждому врагу ≈ ATK × 0.95 | Ресурс: −10 Мана | Перезарядка: 3 ход(а/ов);;;;;;;;;;Пока без изм
212;mage;Маг;frost;Лёд;Боец (DPS);Мана;;88;17;3;11;4;deep_freeze;Глубокая заморозка;Deep Freeze;🥶;damage;Урон (одна цель);20090;8;0;0;0;;0;3;44572;Сильный КД-удар.;Тип: Урон (одна цель) | Урон ≈ ATK × 1.55 (модификаторы крита/мастерства/vers/баффы) | Ресурс: −8 Мана | Перезарядка: 3 ход(а/ов);;;;;;;;;;Пока без изм
213;mage;Маг;frost;Лёд;Боец (DPS);Мана;;88;17;3;11;5;cone;Конус холода;Cone of Cold;❄️;aoe;Урон по области (все враги);0.8;9;0;0;0;;0;2;120;Конус.;Тип: Урон по области (все враги) | Урон по каждому врагу ≈ ATK × 0.8 | Ресурс: −9 Мана | Перезарядка: 2 ход(а/ов);;;;;;;;;;Пока без изм
214;mage;Маг;frost;Лёд;Боец (DPS);Мана;;88;17;3;11;6;blizzard;Снежная буря;Blizzard;🌨️;aoe;Урон по области (все враги);0.8;12;0;0;0;;0;0;10;Зональный урон.;Тип: Урон по области (все враги) | Урон по каждому врагу ≈ ATK × 0.8 | Ресурс: −12 Мана | Перезарядка: нет (0);;;;;;;;;;Пока без изм
215;mage;Маг;frost;Лёд;Боец (DPS);Мана;;88;17;3;11;7;icy_veins;Стылая кровь;Icy Veins;💉;buff;Бафф (усиление);0.3;0;0;0;0;;0;5;12472;#ИМЯ?;"Тип: Бафф (усиление) | Бафф: величина эффекта часто = power (0.3) — см. описание; длительность в бою по правилам type=buff | Перезарядка: 5 ход(а/ов)";;;;;;;;;;Пока без изм
216;mage;Маг;frost;Лёд;Боец (DPS);Мана;;88;17;3;11;8;summon_water;Элементаль воды;Summon Water Elemental;💧;damage;Урон (одна цель);46143;0;0;0;0;;0;4;31687;Питомец.;Тип: Урон (одна цель) | Урон ≈ ATK × 1.05 (модификаторы крита/мастерства/vers/баффы) | Перезарядка: 4 ход(а/ов);;;;;;;;;;Пока без изм
217;mage;Маг;frost;Лёд;Боец (DPS);Мана;;88;17;3;11;9;frostfire;Стрела ледяного огня;Frostfire Bolt;🔵;damage;Урон (одна цель);49310;7;0;0;0;;0;0;44614;Альтернативный заполнитель.;Тип: Урон (одна цель) | Урон ≈ ATK × 1.35 (модификаторы крита/мастерства/vers/баффы) | Ресурс: −7 Мана | Перезарядка: нет (0);;;;;;;;;;Пока без изм
218;warlock;Чернокнижник;affliction;Колдовство;Боец (DPS);Мана;Осколки души;90;17;2;10;1;agony;Агония;Agony;😣;dot;Урон со временем (DoT);0.55;5;0;0;0;;0;1;980;DoT.;Тип: Урон со временем (DoT) | DoT: суммарный/тиковый урон завязан на power=0.55 (тик от ATK) | Ресурс: −5 Мана | Перезарядка: 1 ход(а/ов);;;;;;;;;;Пока без изм
219;warlock;Чернокнижник;affliction;Колдовство;Боец (DPS);Мана;Осколки души;90;17;2;10;2;corruption;Порча;Corruption;🟢;dot;Урон со временем (DoT);0.55;4;0;0;0;;0;0;172;DoT.;Тип: Урон со временем (DoT) | DoT: суммарный/тиковый урон завязан на power=0.55 (тик от ATK) | Ресурс: −4 Мана | Перезарядка: нет (0);;;;;;;;;;Пока без изм
220;warlock;Чернокнижник;affliction;Колдовство;Боец (DPS);Мана;Осколки души;90;17;2;10;3;ua;Нестабильное колдовство;Unstable Affliction;💜;dot;Урон со временем (DoT);0.7;7;0;0;0;;0;1;30108;Сильный DoT.;Тип: Урон со временем (DoT) | DoT: суммарный/тиковый урон завязан на power=0.7 (тик от ATK) | Ресурс: −7 Мана | Перезарядка: 1 ход(а/ов);;;;;;;;;;Пока без изм
221;warlock;Чернокнижник;affliction;Колдовство;Боец (DPS);Мана;Осколки души;90;17;2;10;4;malefic;Хватка малефиция;Malefic Grasp;🖐️;damage;Урон (одна цель);42005;7;0;0;0;;0;0;103103;Канал-заполнитель.;Тип: Урон (одна цель) | Урон ≈ ATK × 1.15 (модификаторы крита/мастерства/vers/баффы) | Ресурс: −7 Мана | Перезарядка: нет (0);;;;;;;;;;Пока без изм
222;warlock;Чернокнижник;affliction;Колдовство;Боец (DPS);Мана;Осколки души;90;17;2;10;5;haunt;Блуждающий дух;Haunt;👻;damage;Урон (одна цель);23743;10;0;1;0;;0;2;48181;Расход 1 осколка — сильный удар.;Тип: Урон (одна цель) | Урон ≈ ATK × 1.65 (модификаторы крита/мастерства/vers/баффы) | Ресурс: −10 Мана, −1 Осколки души | Перезарядка: 2 ход(а/ов);;;;;;;;;;Пока без изм
223;warlock;Чернокнижник;affliction;Колдовство;Боец (DPS);Мана;Осколки души;90;17;2;10;6;drain_soul;Похищение души;Drain Soul;🌑;damage;Урон (одна цель);46143;5;0;0;1;;0;0;1120;Урон + 1 осколок души.;Тип: Урон (одна цель) | Урон ≈ ATK × 1.05 (модификаторы крита/мастерства/vers/баффы) | Ресурс: −5 Мана, +1 Осколки души | Перезарядка: нет (0);;;;;;;;;;Пока без изм
224;warlock;Чернокнижник;affliction;Колдовство;Боец (DPS);Мана;Осколки души;90;17;2;10;7;seed;Семя порчи;Seed of Corruption;🌱;aoe;Урон по области (все враги);0.75;11;0;0;0;;0;0;27243;AoE.;Тип: Урон по области (все враги) | Урон по каждому врагу ≈ ATK × 0.75 | Ресурс: −11 Мана | Перезарядка: нет (0);;;;;;;;;;Пока без изм
225;warlock;Чернокнижник;affliction;Колдовство;Боец (DPS);Мана;Осколки души;90;17;2;10;8;dark_soul;Тёмная душа: Злорадство;Dark Soul: Misery;😈;buff;Бафф (усиление);0.3;0;0;0;0;;0;5;113860;+30% атаки.;"Тип: Бафф (усиление) | Бафф: величина эффекта часто = power (0.3) — см. описание; длительность в бою по правилам type=buff | Перезарядка: 5 ход(а/ов)";;;;;;;;;;Пока без изм
226;warlock;Чернокнижник;affliction;Колдовство;Боец (DPS);Мана;Осколки души;90;17;2;10;9;soulburn;Сожжение души;Soulburn;🔥;buff;Бафф (усиление);0.25;0;0;1;0;;0;2;74434;Расход 1 осколка — +атака.;"Тип: Бафф (усиление) | Бафф: величина эффекта часто = power (0.25) — см. описание; длительность в бою по правилам type=buff | Ресурс: −1 Осколки души | Перезарядка: 2 ход(а/ов)";;;;;;;;;;Пока без изм
227;warlock;Чернокнижник;demonology;Демонология;Боец (DPS);Мана;Осколки души;100;16;4;10;1;shadow_bolt;Стрела Тьмы;Shadow Bolt;🌑;damage;Урон (одна цель);42005;7;0;0;1;;0;0;686;Заполнитель + 1 осколок (упрощ.).;Тип: Урон (одна цель) | Урон ≈ ATK × 1.15 (модификаторы крита/мастерства/vers/баффы) | Ресурс: −7 Мана, +1 Осколки души | Перезарядка: нет (0);;;;;;;;;;Убрать описание
228;warlock;Чернокнижник;demonology;Демонология;Боец (DPS);Мана;Осколки души;100;16;4;10;2;soul_fire;Ожог души;Soul Fire;🔥;damage;Урон (одна цель);46204;12;0;1;0;;0;0;6353;Расход 1 осколка — сильный удар.;Тип: Урон (одна цель) | Урон ≈ ATK × 1.7 (модификаторы крита/мастерства/vers/баффы) | Ресурс: −12 Мана, −1 Осколки души | Перезарядка: нет (0);;;;;;;;;;Убрать описание, снизить расход до 7 маны
229;warlock;Чернокнижник;demonology;Демонология;Боец (DPS);Мана;Осколки души;100;16;4;10;3;corruption;Порча;Corruption;🟢;dot;Урон со временем (DoT);0.55;5;0;0;0;;0;0;172;DoT.;Тип: Урон со временем (DoT) | DoT: суммарный/тиковый урон завязан на power=0.55 (тик от ATK) | Ресурс: −5 Мана | Перезарядка: нет (0);;;;;;;;;;Убрать описание, увеличть разовый урон до 13т а переодический до 5т
